"HostName","CPUUsage","RAMUsage","Disk1Usage","Disk2Usage","Disk3Usage","PowerOnFailureTime","ShutdownFailureTime","OverallStatus","FailedPercentage","HighLoadPercentage","CriticalErrorPercentage","TotalActiveSessions","TotalUpdatesInstalled","TotalCriticalLogs","TotalErrorLogs","TotalHostsShutdownFailed","BootTime","InventoryDatestamp"
"i2-ca-29",,,,,,"2024-11-06 20:39:26",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","19","27,36","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","16","27,34","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 20:46:09",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 20:46:09",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","4","27,88","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","27,89","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 21:37:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 21:37:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","28","27,94","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","27,82","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:02:11",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:02:11",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","27,86","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","27,86","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:07:11",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:07:11",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","5","27,78","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","3","27,78","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:14:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:14:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","27,88","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","11","27,86","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:22:49",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:22:49",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","7","27,85","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","3","27,86","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:24:55",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:24:55",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","4","27,74","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","27,74","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:37:45",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:37:45",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","27,88","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","11","27,88","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:39:56",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:39:56",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","14","27,82","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","16","27,83","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:46:22",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:46:22",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","4","28,02","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","28,02","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:47:51",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:47:51",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","16","27,89","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","27,88","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-06 22:51:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-06 22:51:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","1","27,34","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","27,28","79.06 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 01:07:01",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 01:07:01",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","27,66","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","1","27,61","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 01:11:59",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 01:11:59",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","27,53","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","4","27,5","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 01:55:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 01:55:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","16","27,53","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","28","27,5","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 01:59:03",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 01:59:03",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","27,88","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","9","27,86","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 02:07:15",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 02:07:15",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","23","27,94","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","11","27,93","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 02:09:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 02:09:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","1","28,12","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","28,12","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 02:12:50",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 02:12:50",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","27,86","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","34","27,8","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 02:29:30",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 02:29:30",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","27,58","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","2","27,53","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 03:01:31",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 03:01:31",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","27,83","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","3","27,83","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 03:06:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 03:06:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","8","27,82","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","13","27,82","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 03:10:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 03:10:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","8","27,89","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","27,88","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 03:19:52",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 03:19:52",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","9","26,95","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","7","26,93","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 06:39:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 06:39:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","27,1","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","35","27,1","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 06:41:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 06:41:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","27,12","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","27,12","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 06:43:04",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 06:43:04",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","14","27,28","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","20","27,29","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 07:05:13",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 07:05:13",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","27,33","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","27,33","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 07:29:27",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 07:29:27",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","7","27,56","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","7","27,59","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 07:49:04",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 07:49:04",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","14","27,26","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","5","27,25","79.08 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 07:51:41",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 07:51:41",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","24","27,61","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","28","27,58","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 18:52:33",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 18:52:33",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","27,59","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","3","27,59","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 18:54:30",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 18:54:30",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","28,01","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","27,99","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 18:59:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 18:59:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","4","27,69","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","4","27,69","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 19:01:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 19:01:23",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","27,83","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","21","27,83","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 21:10:32",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 21:10:32",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","12","28,79","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","13","28,79","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 21:32:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 21:32:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","28","28,37","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","28,38","79.11 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-07 21:41:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-07 21:41:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","17","27,52","79.45 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","4","27,52","79.45 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-08 01:39:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-08 01:39:24",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","28,42","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","17","28,4","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-08 06:34:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-08 06:34:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","25,97","78.85 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","25,97","78.85 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-08 06:37:39",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-08 06:37:39",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","18","20,8","78.84 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","21","20,8","78.84 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-08 20:22:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-08 20:22:05",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","9","21,1","78.89 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","21,1","78.89 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 00:58:52",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 00:58:52",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","24","21,75","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","21,73","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 02:15:56",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 02:15:56",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","17","21,32","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","21,26","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 02:27:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 02:27:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","21,47","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","5","21,45","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 02:39:40",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 02:39:40",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","11","21,56","78.89 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","14","21,54","78.89 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 03:04:59",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 03:04:59",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","6","21,47","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","6","21,45","78.9 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 03:11:11",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 03:11:11",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","24","22,86","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","9","22,84","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 07:52:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 07:52:54",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","13","22,92","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","18","22,9","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 07:57:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 07:57:35",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","4","22,86","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","10","22,87","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 08:09:01",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 08:09:01",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","26","25,16","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","20","25,15","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 09:34:38",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 09:34:38",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","10","25,56","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","8","25,54","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 10:09:38",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 10:09:38",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","24","25","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","14","24,99","78.91 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 10:34:30",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 10:34:30",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","23","25,75","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","24","25,76","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 11:10:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 11:10:07",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","25,7","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","4","25,7","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 11:18:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 11:18:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","5","25,67","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","0","25,67","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 11:43:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 11:43:06",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","21","25,76","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","14","25,76","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 11:46:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 11:46:43",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","2","25,83","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","2","25,83","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 11:48:18",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 11:48:18",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","4","25,87","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"localhost","2","25,87","78.92 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
"U00200025-BAV02",,,,,,"2024-11-09 11:55:34",,"Partial Failures","50","0","0","2","0","0","0","0",,
"i2-ca-29",,,,,,"2024-11-09 11:55:34",,"Partial Failures","50","0","0","2","0","0","0","0",,
"n7rcws","0","24,51","78.96 %","0.09 %","39.83 %",,,"Partial Failures","50","0","0","2","0","0","0","0",,
